timestamp,device_id,user_id,heart_rate_bpm,body_temp_celsius,blood_oxygen_level,respiration_rate,activity_level,step_count,sleep_duration_min,sleep_quality_index,device_battery_level,environment_temp_celsius,noise_level_db,location_type,is_synced_to_cloud,data_flag,activity_label
01-07-2025 01:10,DEV010,USR_167,87.93186627,36.54439216,96.51039518,15.62263924,5,89,0,0,45.9,18.9,50.1,Moving,TRUE,FALSE,Descend_Stairs
01-07-2025 01:11,DEV020,USR_198,82.94191518,36.29394781,95.84514333,18.46951175,5,42,0,0,41.2,30.5,57.1,Indoor,TRUE,FALSE,Descend_Stairs
01-07-2025 01:12,DEV014,USR_267,69.40408649,36.04842852,97.25425694,15.18182929,0,246,193.1,0.58,66.9,18.2,69.8,Outdoor,TRUE,FALSE,Run
01-07-2025 01:13,DEV013,USR_184,71.45705133,36.66555565,96.39347409,23.72007941,5,6,0,0,77.5,21.6,83.9,Moving,TRUE,FALSE,Descend_Stairs
01-07-2025 01:14,DEV017,USR_264,66.26337993,36.52657053,97.46724673,14.36972569,2,149,234,0.52,49.7,24.8,63.6,Outdoor,TRUE,FALSE,Sit
01-07-2025 01:15,DEV017,USR_160,73.06430228,36.6286562,97.12855913,11.77746492,2,103,213.9,0.03,24.1,30.2,69.5,Moving,TRUE,FALSE,Eat
01-07-2025 01:16,DEV018,USR_148,79.21672064,36.23547411,96.97547973,17.46812368,1,10,139.4,0.72,87,32.1,53.8,Moving,TRUE,FALSE,Idle
01-07-2025 01:17,DEV005,USR_185,79.1299843,36.25946834,98.11593561,17.77930377,4,1,0,0,17.7,21.5,31.6,Moving,TRUE,FALSE,Sleep
01-07-2025 01:18,DEV009,USR_143,75.26133022,36.17444321,98.42402702,15.44529359,3,30,0,0,44.2,28,46.1,Moving,TRUE,FALSE,Descend_Stairs
01-07-2025 01:19,DEV003,USR_105,82.49009226,36.15978532,99.25479418,10,10,34,0,0,95.4,31,38.4,Indoor,FALSE,FALSE,Fall
01-07-2025 01:20,DEV004,USR_150,71.62365298,37.35165094,97.61422765,16.45090528,3,31,0,0,58.7,28.8,45.5,Moving,TRUE,FALSE,Idle
01-07-2025 01:21,DEV004,USR_288,71.43054376,36.88543272,97.31601666,16.0553018,6,18,0,0,34.5,18.3,84.9,Moving,FALSE,FALSE,Idle
01-07-2025 01:22,DEV016,USR_271,73.95845255,36.31081361,97.90825276,10.89224919,8,23,0,0,11,20.3,84,Outdoor,FALSE,FALSE,Sleep
01-07-2025 01:23,DEV013,USR_222,76.72597482,36.92801487,98.48269098,20.99642333,8,19,0,0,92.3,25.1,53,Moving,TRUE,FALSE,Workout
01-07-2025 01:24,DEV020,USR_167,65.75181422,36.81304553,98.01765902,13.82276856,5,28,0,0,45,22.9,51.3,Outdoor,FALSE,FALSE,Sit
01-07-2025 01:25,DEV016,USR_108,64.44617068,36.31206337,98.5536418,13.15180333,10,108,0,0,94.3,30.5,42.9,Outdoor,TRUE,FALSE,Eat
01-07-2025 01:26,DEV006,USR_120,66.24362174,36.86100491,100,15.7118203,8,11,0,0,16.8,30.4,59.7,Indoor,TRUE,FALSE,Sit
01-07-2025 01:27,DEV014,USR_116,64.96823575,36.48651647,99.31244856,18.12325581,3,160,0,0,72.5,22.6,65.4,Moving,TRUE,FALSE,Climb_Stairs
01-07-2025 01:28,DEV017,USR_124,64.72862824,36.67624068,97.42556657,17.86201629,5,206,0,0,75.9,31.7,69.5,Outdoor,TRUE,FALSE,Sit
01-07-2025 01:29,DEV013,USR_187,58.64655641,37.21696108,97.95918008,15.78950287,0,25,474.5,0.94,13.5,30,85.5,Indoor,FALSE,FALSE,Climb_Stairs
01-07-2025 01:30,DEV011,USR_263,74.71578837,36.16162571,96.41894346,19.15945856,4,198,0,0,86,23.4,79.7,Moving,TRUE,FALSE,Descend_Stairs
01-07-2025 01:31,DEV003,USR_158,78.81500697,36.84806039,97.03772471,14.69651132,4,8,0,0,72.7,23.8,73.5,Indoor,TRUE,TRUE,Walk
01-07-2025 01:32,DEV006,USR_233,70.13128356,36.58013447,98.94697788,16.58966433,8,217,0,0,65.4,22,31.5,Moving,TRUE,FALSE,Fall
01-07-2025 01:33,DEV011,USR_166,57.14439627,36.84114199,98.56548038,14.44813465,9,65,0,0,66.5,32.9,89,Indoor,FALSE,FALSE,Eat
01-07-2025 01:34,DEV020,USR_175,67.54497479,37.52669224,99.07957215,14.43141992,3,43,0,0,35.9,23,44,Indoor,TRUE,FALSE,Sleep
01-07-2025 01:35,DEV010,USR_213,69.18215391,36.78265756,97.73421473,20.65150148,2,24,457.5,0.79,18,25.1,82.7,Moving,TRUE,FALSE,Climb_Stairs
01-07-2025 01:36,DEV009,USR_226,71.5053629,37.13740975,96.37727798,17.14722924,5,93,0,0,56.1,21.9,40.6,Indoor,FALSE,FALSE,Run
01-07-2025 01:37,DEV008,USR_171,76.92451264,36.48842974,96.94452288,14.08783862,8,5,0,0,97.2,33,85.7,Indoor,FALSE,FALSE,Walk
01-07-2025 01:38,DEV019,USR_103,86.20504248,36.51462685,96.66764443,17.41424667,3,25,0,0,58.3,28.1,64.8,Indoor,FALSE,FALSE,Sit
01-07-2025 01:39,DEV010,USR_154,78.32931818,36.49360565,97.11229844,16.85759617,6,106,0,0,59.6,19.5,54.5,Moving,TRUE,FALSE,Sleep
01-07-2025 01:40,DEV018,USR_226,58.20680772,36.43453498,97.46687303,21.38367359,3,190,0,0,54.6,26.2,65.5,Indoor,FALSE,FALSE,Climb_Stairs
01-07-2025 01:41,DEV005,USR_174,74.23787952,36.55528028,98.54416088,18.04567447,10,31,0,0,89.1,31.6,69.5,Moving,FALSE,TRUE,Walk
01-07-2025 01:42,DEV019,USR_189,80.20482181,37.05363702,98.56667469,19.50788677,9,17,0,0,89.3,32.8,31.8,Moving,TRUE,FALSE,Run
01-07-2025 01:43,DEV011,USR_278,78.48709888,36.71644096,97.64671369,19.6195269,2,17,398.1,0.83,55.7,18.1,47.2,Outdoor,FALSE,FALSE,Run
01-07-2025 01:44,DEV012,USR_217,73.91099068,36.82321827,96.14014386,18.2387607,6,151,0,0,19.6,30.9,62.5,Indoor,TRUE,FALSE,Climb_Stairs
01-07-2025 01:45,DEV011,USR_248,93.63254723,36.75235223,97.77902153,17.82368953,5,10,0,0,94.4,29.7,34.1,Indoor,FALSE,FALSE,Run
01-07-2025 01:46,DEV010,USR_289,82.7363175,36.28674235,97.63296967,13.89963756,8,4,0,0,88.4,34.5,88.1,Outdoor,FALSE,FALSE,Sleep
01-07-2025 01:47,DEV004,USR_115,56.76813095,36.52053908,97.87721188,20.69657209,4,114,0,0,50.1,22.7,89.8,Moving,TRUE,FALSE,Eat
01-07-2025 01:48,DEV010,USR_278,57.519861,35.70059702,97.94001445,14.49383733,1,8,336.2,0.65,34.6,34.2,39.1,Indoor,FALSE,FALSE,Eat
01-07-2025 01:49,DEV012,USR_155,79.08356447,37.12510059,97.40082414,21.53991099,1,50,153.4,0.98,46.8,33.2,43.8,Indoor,FALSE,FALSE,Idle
01-07-2025 01:50,DEV002,USR_175,59.48460576,37.5218823,97.41784882,19.35188749,6,147,0,0,86,30.9,67.6,Outdoor,TRUE,FALSE,Workout
01-07-2025 01:51,DEV008,USR_199,76.56753219,36.89826058,98.20900376,15.73079292,9,12,0,0,21.3,29.7,55.8,Outdoor,TRUE,FALSE,Eat
01-07-2025 01:52,DEV011,USR_147,71.59842049,36.08461245,97.62810441,13.95684503,7,37,0,0,51,18.2,34.3,Indoor,FALSE,FALSE,Fall
01-07-2025 01:53,DEV003,USR_298,65.47376021,36.57384684,95.07612067,11.24829153,7,118,0,0,87.4,31.3,32.4,Indoor,FALSE,FALSE,Run
01-07-2025 01:54,DEV008,USR_213,62.33023857,36.77614432,97.49639746,12.52490593,9,82,0,0,10.9,23.5,61.1,Indoor,FALSE,FALSE,Idle
01-07-2025 01:55,DEV020,USR_211,80.77362291,36.67641131,96.81801575,12.99513997,4,83,0,0,72.1,31.6,42,Moving,FALSE,FALSE,Workout
01-07-2025 01:56,DEV001,USR_219,85.99355437,37.26231684,97.55963037,14.05918967,7,125,0,0,82.2,23.8,78.9,Moving,TRUE,FALSE,Run
01-07-2025 01:57,DEV016,USR_264,75.93485385,37.45869703,97.6975996,22.22578262,2,74,359.2,0.08,15.4,22.2,39.6,Outdoor,TRUE,FALSE,Descend_Stairs
01-07-2025 01:58,DEV012,USR_292,68.79652692,37.01208297,98.02283549,14.27889999,4,81,0,0,74.7,21.9,89.8,Moving,FALSE,FALSE,Sleep
01-07-2025 01:59,DEV020,USR_119,93.42270359,36.81900174,97.62003133,17.84055392,1,7,43.8,0.26,51.6,32.8,73.6,Indoor,FALSE,FALSE,Climb_Stairs
01-07-2025 02:00,DEV001,USR_253,67.16813538,37.58699338,96.27423434,11.60687536,5,57,0,0,75.3,26.3,82.4,Indoor,FALSE,FALSE,Run
01-07-2025 02:01,DEV007,USR_139,82.47098303,36.71368635,98.38365994,17.95696864,0,243,124.8,0.62,66.8,30.5,37.9,Outdoor,TRUE,FALSE,Sleep
01-07-2025 02:02,DEV008,USR_173,76.94030186,36.93033688,96.94969485,13.9851299,4,28,0,0,88.4,25.6,60.9,Moving,TRUE,FALSE,Run
01-07-2025 02:03,DEV001,USR_237,83.72729019,37.37438285,95.76028622,14.91267718,1,348,146.2,0.66,39.3,31.1,37.9,Moving,TRUE,FALSE,Sit
01-07-2025 02:04,DEV020,USR_145,71.53079421,37.03852041,97.57682189,12.15102333,7,56,0,0,32.4,28.5,72.4,Moving,FALSE,FALSE,Climb_Stairs
01-07-2025 02:05,DEV003,USR_275,67.06243417,36.62567393,97.1507423,15.03509485,10,185,0,0,82.5,28,82.1,Indoor,TRUE,FALSE,Descend_Stairs
01-07-2025 02:06,DEV018,USR_296,69.40957854,36.70182508,97.42839874,15.88833329,7,4,0,0,21,25.7,86,Indoor,TRUE,TRUE,Sit
01-07-2025 02:07,DEV003,USR_231,72.51945886,36.8393176,95.50179932,18.74898302,6,60,0,0,56.4,26.3,70,Indoor,FALSE,FALSE,Walk
01-07-2025 02:08,DEV012,USR_144,83.08182817,36.28004704,98.11277391,12.83975331,3,202,0,0,25.9,29.8,80.3,Indoor,FALSE,FALSE,Walk
01-07-2025 02:09,DEV011,USR_162,91.14031354,36.87520945,97.864961,23.21024676,4,203,0,0,61.4,18.5,85.9,Moving,TRUE,FALSE,Sit
01-07-2025 02:10,DEV017,USR_127,83.05525933,37.39351515,98.13873022,12.57098526,9,11,0,0,69.2,35,32.9,Moving,FALSE,TRUE,Walk
01-07-2025 02:11,DEV001,USR_122,60.53654607,36.76793083,97.82876241,16.96407165,6,83,0,0,76.5,32.9,54.2,Outdoor,FALSE,FALSE,Climb_Stairs
01-07-2025 02:12,DEV008,USR_127,83.89470489,36.18619609,98.09740007,18.10351823,4,170,0,0,20.8,27.3,30.3,Indoor,FALSE,FALSE,Eat
01-07-2025 02:13,DEV009,USR_219,85.75706813,36.25186246,96.05994912,20.78351519,2,49,231.9,0.24,43.6,21.9,34.4,Outdoor,FALSE,FALSE,Sit
01-07-2025 02:14,DEV011,USR_257,88.4201516,37.30490854,96.81184965,22.75730742,7,73,0,0,53.1,18.4,50.5,Indoor,TRUE,FALSE,Walk
01-07-2025 02:15,DEV017,USR_252,68.75168616,36.10521377,95.85460125,19.0677113,10,93,0,0,78.8,31.8,73.1,Moving,FALSE,FALSE,Sit
01-07-2025 02:16,DEV006,USR_178,79.5892859,36.94059571,97.6042011,15.81222062,2,66,145.5,0.28,37.7,31.7,62.3,Indoor,FALSE,FALSE,Descend_Stairs
01-07-2025 02:17,DEV008,USR_275,69.19324923,37.2591583,95.9294994,13.03111559,7,53,0,0,21,21.1,70.9,Outdoor,FALSE,FALSE,Eat
01-07-2025 02:18,DEV011,USR_237,73.05375506,36.13298725,96.89863236,16.9593458,0,329,247.6,0.81,59.5,18.7,68,Outdoor,FALSE,TRUE,Climb_Stairs
01-07-2025 02:19,DEV006,USR_119,76.40474738,36.86114875,98.04329803,16.14658021,5,25,0,0,29.1,28.4,54.7,Moving,TRUE,FALSE,Walk
01-07-2025 02:20,DEV005,USR_170,59.56136765,36.4535474,96.78159273,18.68477313,4,110,0,0,18.6,28.6,57.1,Indoor,TRUE,FALSE,Descend_Stairs
01-07-2025 02:21,DEV014,USR_240,84.47742073,36.20620079,97.80982071,17.90133064,6,24,0,0,18.6,18.4,68.5,Indoor,TRUE,TRUE,Descend_Stairs
01-07-2025 02:22,DEV017,USR_221,81.63879117,37.9052615,96.94250821,11.89059106,4,440,0,0,22.3,29.8,54.3,Outdoor,TRUE,FALSE,Descend_Stairs
01-07-2025 02:23,DEV008,USR_151,97.79709338,37.63885041,96.94641176,17.70694924,9,32,0,0,17.1,19.5,83.7,Indoor,TRUE,FALSE,Workout
01-07-2025 02:24,DEV011,USR_256,66.18319086,36.29262163,96.85072245,12.3281792,5,7,0,0,82,22,62.4,Indoor,FALSE,TRUE,Sleep
01-07-2025 02:25,DEV017,USR_145,64.30026769,36.96544012,98.33352896,10.01879307,6,40,0,0,70.3,34.9,69.7,Outdoor,TRUE,FALSE,Descend_Stairs
01-07-2025 02:26,DEV007,USR_234,88.72572387,37.0095095,96.79498814,15.83269277,6,19,0,0,72.1,21.4,62.1,Moving,TRUE,FALSE,Eat
01-07-2025 02:27,DEV002,USR_290,72.76005391,36.74438697,96.59609236,13.79341017,8,109,0,0,81.6,33.8,44.1,Indoor,FALSE,FALSE,Eat
01-07-2025 02:28,DEV002,USR_204,61.07687235,36.64179578,98.7130977,16.42515074,10,9,0,0,78,20.2,79.6,Outdoor,TRUE,FALSE,Workout
01-07-2025 02:29,DEV001,USR_110,75.93317839,37.15405434,98.45670232,13.64203162,1,9,451.6,0.55,37.5,24.7,56.8,Indoor,TRUE,FALSE,Sleep
01-07-2025 02:30,DEV010,USR_147,75.88578605,38.04649976,97.49392909,18.51547232,5,47,0,0,89,32.8,78.4,Indoor,FALSE,FALSE,Descend_Stairs
01-07-2025 02:31,DEV020,USR_150,71.01110347,36.46595477,98.49204235,15.47512073,2,19,342.7,0.35,97.8,28.9,79.3,Outdoor,TRUE,FALSE,Fall
01-07-2025 02:32,DEV011,USR_231,71.74973041,37.20888315,98.89020755,17.67343092,5,50,0,0,23.2,24.2,34.1,Outdoor,FALSE,FALSE,Climb_Stairs
01-07-2025 02:33,DEV019,USR_115,58.88163768,36.82832496,98.02969275,15.78850367,6,37,0,0,55.6,25.5,36.3,Indoor,FALSE,FALSE,Eat
01-07-2025 02:34,DEV006,USR_240,59.90305257,37.09996436,99.03075083,19.65628556,4,5,0,0,99.5,19,71.7,Indoor,FALSE,FALSE,Sleep
01-07-2025 02:35,DEV013,USR_253,86.90726137,36.49329867,97.19753031,14.83546954,5,71,0,0,99.7,31.8,66.9,Moving,FALSE,FALSE,Sit
01-07-2025 02:36,DEV020,USR_174,81.49554135,36.05755102,94.94607887,18.80295973,0,45,216.4,0.83,76,31.1,30.7,Outdoor,FALSE,FALSE,Eat
01-07-2025 02:37,DEV005,USR_275,69.75234598,36.5117448,94.90895771,14.36126666,6,76,0,0,29.4,18.2,44.5,Moving,FALSE,FALSE,Workout
01-07-2025 02:38,DEV016,USR_250,71.84690151,37.08964575,97.61958037,13.08079318,8,10,0,0,53.9,20.6,49.5,Moving,FALSE,FALSE,Run
01-07-2025 02:39,DEV001,USR_197,70.41470427,36.71352697,99.21170848,11.88429657,0,61,383.3,0.89,96,31.4,48.9,Indoor,FALSE,FALSE,Climb_Stairs
